isotype	length
ECA1751	23.70305079087776
ECA1757	12.588338636165318
ECA1761	11.550178437346467
ECA1769	13.817392756275932
ECA1793	10.78136669448779
ECA1805	24.51872352494945
ECA1807	16.069892039862452
ECA1815	18.296766942274793
ECA1821	16.537918234472667
ECA1825	18.036984017748516
ECA1843	8.096527251611562
ECA1851	26.558303180349213
ECA1853	15.403483683308114
ECA1875	27.15406312726934
ECA1885	19.860111178326292
ECA1887	16.2465353716239
ECA1889	21.449165010873983
ECA189	20.53881106431178
ECA1891	11.639587602428223
ECA1901	22.286171319015825
ECA191	14.69890689325705
ECA1919	18.005646194618066
ECA1925	16.76200999291298
ECA1937	19.199748201945894
ECA1939	37.2503834019728
ECA1943	30.278052370586188
ECA1969	10.678907538993654
ECA1977	14.573626985298185
ECA1997	16.678423131245978
ECA2041	16.575763206668576
ECA2043	19.172510529649283
ECA2073	21.83725164882989
ECA2081	21.31470326350702
ECA2091	13.120803341125903
ECA2109	13.07287808787428
ECA2111	16.25852128589496
ECA2119	11.856953596579075
ECA2151	14.345653691248039
ECA2155	13.818601386157203
ECA2159	15.081589496721676
ECA2183	9.448326904619929
ECA2187	11.29416439466664
ECA2191	11.012585755384094
ECA2195	8.720927131336545
ECA2199	15.129021192643602
ECA2251	34.17912950452752
ECA2281	13.879983187214826
ECA2291	10.057393380225502
ECA2332	24.894680364124618
ECA2334	28.997513695992758
ECA2336	11.707878834307035
ECA2344	23.46063699461631
ECA2350	16.405823331520672
ECA2360	15.847118665068932
ECA2367	7.558755215934802
ECA2377	12.01605194123054
ECA2417	14.653421542059021
ECA2437	13.460830879774676
ECA2443	11.375252796630756
ECA2452	11.407297773087826
ECA2467	15.789417630537876
ECA2473	14.010118360837374
ECA2475	9.741576919943089
ECA2481	14.880469067558547
ECA2482	19.543643333907056
ECA2489	24.453841649540195
ECA2522	14.65406846466066
ECA2523	11.985211579273074
ECA2527	13.979618190937668
ECA2529	18.145978206903006
ECA2533	15.217560358364532
ECA2536	16.746595388853223
ECA2546	9.635755997688019
ECA2549	12.32755632775789
ECA2551	11.218163736217388
ECA2554	11.424430068193313
ECA2555	11.149309501089201
ECA2559	16.120396618142166
ECA2560	11.781665190353795
ECA2561	10.717107203236669
ECA2565	12.057298834004033
ECA2568	11.49737616844714
ECA2581	16.27054400783129
ECA2583	12.33391401539469
ECA2584	11.782735958797886
ECA2594	12.069099594564973
ECA2595	11.984508887481637
ECA2601	20.043402197511483
ECA2602	27.34796144635382
ECA2603	11.486543003329167
ECA2607	16.995839051891757
ECA2609	15.300762412621935
ECA2612	31.530449912008308
ECA2615	10.770190548852572
ECA2641	10.700902907449397
ECA2648	16.427461777161714
ECA2656	36.32280792960144
ECA2659	16.03709975626211
ECA2660	13.936318991979661
ECA2672	12.714449505052151
ECA2676	10.33944048070234
ECA347	15.723230756087386
ECA348	19.792128535964356
ECA349	32.01048879010069
ECA36	25.27421758528472
ECA363	9.938103083250782
ECA369	56.111077237631875
ECA372	15.03305357084178
ECA396	16.058966855581318
ECA592	5.254836293202389
ECA593	22.17206755669218
ECA594	8.57123370285236
ECA640	19.91696229040485
ECA701	12.016966555943203
ECA703	25.237878381213317
ECA705	11.159046801627671
ECA706	10.436846947600912
ECA710	10.84996279793749
ECA712	16.380093658116156
ECA722	9.167183265017798
ECA723	11.749921367521624
ECA724	14.735848404578254
ECA730	15.696461544985064
ECA732	11.387087018705573
ECA733	12.253472536032213
ECA738	11.558048585410551
ECA740	3.8297907247758483
ECA741	9.748543607132467
ECA742	9.120203299533223
ECA743	11.163898721139967
ECA744	11.723642925289512
ECA745	10.250232084703853
ECA746	15.159538093300249
ECA760	14.818888072077131
ECA768	9.783711658218142
ECA777	16.617723945071464
ECA778	16.21183132019733
ECA807	12.884277841820463
ECA812	12.600538267670672
ECA923	9.627760926638793
ECA928	23.929466265559594
ECA930	19.854188490369907
ED3005	9.25980473543183
ED3011	52.31199079799039
ED3012	31.263427031262648
ED3017	18.715024711910605
ED3040	10.353126239878401
ED3046	17.79664000201771
ED3048	14.417763253654917
ED3049	40.67474550153362
ED3052	6.132906571175192
ED3073	8.850635112965252
ED3077	9.863918906983473
EG4347	22.556071889954982
EG4349	7.256129284423056
EG4724	27.21130462367647
EG4725	15.037938951867954
EG4946	18.208216622715902
GXW1	8.7728727854806
JR4305	16.162245818165463
JT11398	38.70700771642971
JU1088	19.650340947825725
JU1172	22.1452314225621
JU1200	15.010768202599095
JU1212	12.41910702972783
JU1213	8.48969468583469
JU1242	9.227347066970264
JU1246	10.209643268369957
